ticker
3486
388
756
506
565
1549
1692
292
1811
1751
663
749
835
1145
1313
1423
1438
1574
1675
1685
1789
1797
1970
3513
91
322
536
1044
1911
1261
2890
1720
414
1100
58
176
115
623
1922
731
1526
3698
1201
721
2375
1292
1026
1645
1611
652
331
486
3694
1776
966
580
235
1728
1917
325
1584
475
519
373
1170
746
90
304
1137
1488
1786
1408
1058
1432
954
349
1529
953
447
1049
846
963
982
1499
1173
389
147
911
1168
1712
1148
1771
1744
841
362
1151
1724
329
1924
1605
629
338
812
1573
72
265
513
3685
935
202
1078
1077
726
1200
649
2007
485
1533
1678
796
621
732
155
250
363
372
502
549
625
718
938
985
1122
1323
1467
1580
1668
1769
1801
1822
1941
1987
239
839
1359
817
434
1736
286
1795
1974
499
1869
922
743
159
371
2049
555
283
679
77
1143
1634
274
1495
1701
1907
1804
1589
809
189
205
477
1570
783
220
1597
1870
748
75
60
1969
1035
541
51
596
1676
740
1118
214
996
1498
1658
1113
1017
119
1558
1979
390
315
328
22
69
93
116
337
345
382
397
423
480
498
562
647
703
761
820
822
927
959
983
1107
1205
1229
1242
1245
1330
1393
1395
1399
1470
1500
1550
1591
1607
1613
1655
1700
1841
1921
1929
2889
3022
228
630
688
998
1540
1567
1373
617
1884
168
920
511
1119
64
257
269
272
341
386
416
472
510
518
561
581
599
824
915
979
986
1034
1041
1212
1231
1250
1272
1496
1527
1543
1561
1568
1575
1582
1586
1642
1674
1753
1810
3696
1009
1899
1918
546
324
1697
579
2964
520
813
1308
1325
1971
1964
1615
1451
672
3496
1555
112
461
448
1710
1455
1507
3690
1895
212
1275
713
99
1805
815
266
2004
993
960
1129
420
178
1723
1152
708
1517
633
1501
1620
256
3691
104
723
944
1008
1686
631
1766
1794
1659
613
2000
1175
1270
901
1463
74
544
59
1861
1838
1142
741
1174
1988
3693
882
1392
1156
1139
2008
1919
1594
1834
490
1864
711
1788
174
1504
1962
1289
1541
1016
618
87
1528
538
931
972
1787
1131
1340
167
602
1989
1602
3017
170
1939
1311
482
670
1760
493
751
55
219
365
675
900
1020
1490
1537
1840
1992
781
94
268
271
278
335
353
601
609
678
763
779
782
795
896
1180
1268
1494
1553
1616
1639
1683
1694
1750
2010
3692
842
209
407
992
1227
1539
774
948
1889
1781
1835
1632
62
132
240
346
651
821
928
1006
1087
1099
1101
1314
1345
1397
1497
1612
1647
1699
1806
1836
1934
3151
3489
339
424
606
2032
166
484
1346
1367
1079
1863
759
1385
1791
1171
709
733
1721
507
1091
1984
1673
1949
861
376
1454
1437
1028
1258
1440
1090
1036
674
1164
1556
102
105
175
1598
1872
642
941
3688
1283
1731
117
1166
1220
1060
800
23
120
608
632
671
3683
1483
358
246
870
114
917
443
914
